DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,GRADE
APPLEBEE'S,509,EAST  117 STREET,10035,6468962700,American,A
BOWLLIN',27,WAVERLY PL,10003,2126732727,Korean,A
TAL BAGELS,357,1ST AVE,10010,2123878100,Bagels/Pretzels,A
WALKER'S RESTAURANT,16,NORTH MOORE STREET,10013,2129410142,American,A
FLAVORS,27,WHITEHALL STREET,10004,2122696100,American,A
MIKA JAPANESE CUISINE & BAR,150,CENTRE STREET,10013,2129663838,Chinese/Japanese,A
DUNKIN' DONUTS,4353,BROADWAY,10033,2129270203,Donuts,A
O'LUNNEY'S TIMES SQUARE PUB,145,WEST 45 STREET,10036,2128406688,Irish,A
KENNEDY CHICKEN & GYROS,158,NAGLE AVENUE,10040,2129425434,Chicken,A
THE BUTHCHER'S DAUGHTER MARKET,166,ELIZABETH STREET,10012,2122193434,"Juice, Smoothies, Fruit Salads",A
MARGON RESTAURANT,136,WEST   46 STREET,10036,2123545013,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
SARABETH'S,381,PARK AVENUE SOUTH,10016,2123350093,American,A
OBAO,222,EAST   53 STREET,10022,2123085588,Thai,A
HAPPY WORLD,1309,SAINT NICHOLAS AVE,10033,2127817778,Chinese,A
CRAVE SANDWICHES,1120,AVENUE OF THE AMERICAS,10036,2123987070,Sandwiches/Salads/Mixed Buffet,A
PINKBERRY,7,W 32ND ST,10001,2126959631,"Ice Cream, Gelato, Yogurt, Ices",A
HILL COUNTRY CHICKEN,1123,BROADWAY,10010,2122576446,Chicken,A
SPICY VILLAGE,68B,FORSYTH STREET,10002,2126258299,Chinese,A
COZY SOUP & BURGER,739,BROADWAY,10003,2124775566,American,A
CHELSEA THAI,88,10 AVENUE,10011,2129242999,Thai,A
PARIS SANDWICH,217,GRAND ST,10013,2122263828,Vietnamese/Cambodian/Malaysia,A
VIA QUADRONNO,25,EAST   73 STREET,10021,2126509880,Italian,A
BAR PITTI,268,6 AVENUE,10014,2129823300,Italian,A
NEW YORK BURGER CO,678,6 AVENUE,10010,2122291404,Hamburgers,A
PUFFY'S TAVERN,81,HUDSON STREET,10013,2122273912,American,A
EL PARADOR CAFE,325,EAST   34 STREET,10016,2126796812,Mexican,A
BILL'S BAR & BURGERS,22,9 AVENUE,10014,2124143003,Hamburgers,A
TOLOACHE,205,THOMPSON STREET,10012,2124200600,Mexican,A
MERRION SQUARE,1840,2 AVENUE,10128,2128317696,American,A
SCALINI FEDELI,165,DUANE STREET,10013,2125280400,Italian,A
BEDFORD FALLS,206,EAST   67 STREET,10065,2127178181,American,A
SUBWAY,21,EAST  118 STREET,10035,2122890114,Sandwiches,A
JUICY SPOT,33,PELL ST,10013,6468700188,"Ice Cream, Gelato, Yogurt, Ices",A
UNTAMED SANDWICHES,43,W 39TH ST,10018,6466699397,American,A
AMSTERDAM BILLIARDS,85,4 AVENUE,10003,2129950333,American,A
CLOCK WORK,21,ESSEX STREET,10002,2126774545,American,A
INTERCONTINENTAL NEW YORK EMPLOYEE CAFE,111,E 48TH ST,10017,2127555900,American,A
HUANG'S GARDEN,1834,2ND AVE,10128,6467193214,Chinese,A
HOTEL CENTRAL FIFTH AVENUE,13,W 45TH ST,10036,2123029088,Continental,A
LUNA PIENA,243,EAST   53 STREET,10022,2123088882,Italian,A
MORNING STAR RESTAURANT,879,9 AVENUE,10019,2122461593,American,A
HOTEL GIRAFFE,365,PARK AVENUE SOUTH,10016,2126857700,American,A
DOS TOROS TAQUERIA,11,CARMINE STREET,10014,2126272051,Tex-Mex,A
CAMBRIA HOTELS & SUITES NEW YORK-CHELSEA,123,W 28TH ST,10001,2129041125,American,A
HANG LEE RESTAURANT,666,WEST  204 STREET,10034,2129420927,Chinese,A
NEW YORK UNIVERSITY - KIMMEL STUDENT CENTER CAFETERIA,60,WASHINGTON SQUARE SOUTH,10012,2129984577,American,A
PEPE ROSSO SOCIAL,173,MOTT ST,10013,2122190019,Italian,A
CHIPOTLE MEXICAN GRILL,405,6 AVENUE,10014,9172436043,Mexican,A
CASA NONNA,310,WEST   38 STREET,10018,2127363000,Italian,A
THE AUSTRALIAN,20,WEST 38 STREET,10018,2128698601,Australian,A
DAIRY QUEEN GRILL & CHILL,54,W 14TH ST,10011,2129291440,Sandwiches,A
FLUFFY'S CAFE & PIZZERIA,370,W 58TH ST,10019,2122450440,American,A
COCO FRESH TEA & JUICE,38,LEXINGTON AVENUE,10010,2128516618,Caf̩/Coffee/Tea,A
AUNTIE ANNE'S PRETZELS,0,34 STREET,10001,2122396882,Bagels/Pretzels,A
GRAFFITI,224,EAST   10 STREET,10003,2124647743,Mexican,A
THE EDGE,101,EDGECOMBE AVE,10030,2129399688,Caf̩/Coffee/Tea,A
VIN ET FLEURS,69,THOMPSON STREET,10012,2129665417,French,A
AMICI II,165,MULBERRY STREET,10013,2123343869,Italian,A
HIGHLINE PIZZERIA,503,WEST   28 STREET,10001,2125643330,Pizza,A
YONG SHENG RESTAURANT,2825,8 AVENUE,10039,2128622702,Chinese,A
AOA BAR & GRILL,6,YORK STREET,10013,2129251600,American,A
ELITE FOOD BAR,325,EAST   48 STREET,10017,2122074000,American,A
CAFE PETISCO,189,EAST BROADWAY,10002,2123870366,Mediterranean,A
PARM,235,COLUMBUS AVE,10023,2127764921,American,A
MOONCAKE FOODS,28,WATTS STREET,10013,2122198888,Asian,A
CAFE 101,101,PARK AVENUE,10017,2126829009,American,A
VINNY VINCENZ,231,1 AVENUE,10003,2126740707,Pizza,A
MESKE ETHIOPIAN RESTAURANT,468,WEST   47 STREET,10036,2123991949,Ethiopian,A
DELIZIA  RISTORANTE,1374,1 AVENUE,10021,2125178888,Italian,A
HOTEL GIRAFFE,365,PARK AVENUE SOUTH,10016,2126857700,American,A
LUCID CAFE,311,LEXINGTON AVENUE,10016,2122908546,Caf̩/Coffee/Tea,A
BITE OF HONG KONG,81,CHRYSTIE ST,10002,9176601103,Chinese,A
DENINO'S PIZZERIA & TAVERN,93,MACDOUGAL ST,10012,6468386987,Pizza/Italian,A
53RD GOURMET DELI,1301,AVE OF TH AMER,10019,2129746075,American,A
DUNKIN' DONUTS,687,AMSTERDAM AVENUE,10025,2128641046,Donuts,A
HSBC BANK,452,5 AVENUE,10018,2125258981,American,A
FLINDERS LANE,162,AVENUE A,10009,2122286900,Australian,A
HOUNDSTOOTH PUB,520,8 AVENUE,10018,2126430034,American,A
OMEN JAPANESE CUISINE,113,THOMPSON STREET,10012,2129258923,Japanese,A
FAMOUS JOE'S PIZZA,7,CARMINE STREET,10014,2123661182,Pizza,A
BUDEPEST CAFE,1631,2 AVENUE,10028,2123271105,Eastern European,A
ERNST & YOUNG CAFE,5,TIMES SQUARE,10036,2127739994,American,A
THE CENTRAL BAR,109,EAST    9 STREET,10003,2125295333,American,A
MOONSTRUCK DINER,250,EAST   58 STREET,10022,2127521711,American,A
D'MILTON RESTAURANT,94,ST NICHOLAS PLACE,10032,2122348888,Spanish,A
MURRAY'S BAGELS,500,AVENUE OF THE AMERICAS,10011,2124622830,Bagels/Pretzels,A
ATLAS SOCIAL CLUB,753,9TH AVENUE,10019,2122628527,American,A
The Milton,1754,2ND AVE,10128,2123691900,American,A
21 CLUB,21,WEST   52 STREET,10019,2125827200,American,A
CAFE KITCHEN (CENTERPLATE CAFE AND KITCHEN),655,WEST   34 STREET,10001,2122162426,American,A
INSOMNIA COOKIES,164,ORCHARD ST,10002,8776326654,Bakery,A
NANO,691,TENTH AVE,10036,6466494678,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
CHINA VILLAGE RESTAURANT,94,BAXTER STREET,10013,2129416679,Chinese,A
KRUST PIZZA,226,E 14TH ST,10003,2125108869,Pizza,A
LE PAIN QUOTIDIEN,10,5 AVENUE,10011,2122532324,Sandwiches,A
FRAICHE MAXX,213,PARK AVE S,10003,2125108551,American,A
SUBWAY,153,CHAMBERS STREET,10007,2125776779,Sandwiches,A
HK BOXERS NYC,742,9TH AVE,10019,2129511518,American,A
MCDONALD'S,2142,3 AVENUE,10035,2128283070,Hamburgers,A
THE MEZZ (GOOGLE),75,9th AVE,10011,2019957153,American,A
E-MO KIMBAB,2,W 32ND ST,10001,2125941416,Korean,A
PETRARCA,34,WHITE STREET,10013,2126252800,Italian,A
FRESH SALT,146,BEEKMAN STREET,10038,2129620053,American,A
TOPOKEE,68,W 39TH ST,10018,2128406633,Korean,A
THAI MARKET,960,AMSTERDAM AVENUE,10025,2122804575,Thai,A
GRAY'S PAPAYA,2080,BROADWAY,10023,2127990243,Hotdogs,A
MCCANN CAFETERIA,622,THIRD AVENUE,10017,2126135523,Soups & Sandwiches,A
PUBLIC RESTAURANT/THE DAILY,210,ELIZABETH STREET,10012,2123437011,American,A
10TH AVENUE PIZZA & CAFE,256,10TH AVE BET 24 & 25 ST ),10001,2123669222,Pizza,A
STARBUCKS,45,EAST   51 STREET,10022,2126888490,Caf̩/Coffee/Tea,A
LENNY'S BAGELS,2601,BROADWAY,10025,2122220410,Bagels/Pretzels,A
MAYA,1191,1 AVENUE,10065,2125851818,Mexican,A
NEW YORK BAGELS & DELI,587,FIRST AVENUE,10016,2127253777,Bagels/Pretzels,A
MOMOFUKU/ MA PECHE,15,WEST   56 STREET,10019,2122472011,American,A
THE KATI ROLL COMPANY,49,WEST   39 STREET,10018,2127304280,Indian,A
BE JUICE,121,UNIVERSITY PL,10003,6469227528,"Juice, Smoothies, Fruit Salads",A
THE LAMBS CLUB,130,WEST   44 STREET,10036,2129975262,American,A
MEI YU SPRING RESTAURANT,29,CATHERINE STREET,10038,2127661777,Chinese,A
TERRA BLUES,149,BLEEKER STREET,10012,2127777776,American,A
NEW DRAGON TOWN OF MANHATTAN,2030,3 AVENUE,10029,2128288288,Chinese,A
OFF THE WAGON,109,MACDOUGAL STREET,10012,2125334487,American,A
TULCINGO RESTAURANT,665,10 AVENUE,10036,2122625510,Mexican,A
FIVE GUYS FAMOUS BURGERS AND FRIES,56,W 14TH ST,10011,2126752229,American,A
LCL BAR AND KITCHEN,212,EAST   42 STREET,10017,2124904399,American,A
WICKED JUICE & KITCHEN,88,W BROADWAY,10007,9082448130,"Juice, Smoothies, Fruit Salads",A
PEPE ROSSO SOCIAL,173,MOTT ST,10013,2122190019,Italian,A
THE COUNTER,7,TIMES SQUARE,10036,2129976801,American,A
MAISON KAYSER,355,GREENWICH ST,10013,2129663200,Bakery,A
ALACHI MASALA INDIAN RESTAURANT,488,AMSTERDAM AVENUE,10024,2128740737,Indian,A
STAGECOACH TAVERN,834,7TH AVENUE,10019,2129759047,American,A
PRIME ONE 16,2257,FIRST AVENUE,10029,6465902187,American,A
BAZ BAGEL AND RESTAURANT,181,GRAND ST,10013,9176933846,American,A
JOE JR. RESTAURANT,167,3RD AVE,10003,2124735150,American,A
THE SMILE,26,BOND STREET,10012,6463295836,Mediterranean,A
ARTE CAFE,106,WEST   73 STREET,10023,2125017014,Italian,A
CHELSEA RISTORANTE,108,8 AVENUE,10011,2129247786,Italian,A
HEARST GOOD HOUSEKEEPING INSTITUTE,300,WEST   57 STREET,10019,2126492724,American,A
STELLA 34,151,WEST   34 STREET,10001,2129679251,Italian,A
ROSE BAKERY,160,LEXINGTON AVE,10016,6468377754,French,A
CHA-AN TEAHOUSE,230,EAST    9 STREET,10003,2122288030,Japanese,A
BROWNIE'S CAFE AT COLUMBIA,1172,AMSTERDAM AVENUE,10027,2128656590,Sandwiches/Salads/Mixed Buffet,A
FAVORITE CAFE,260,W 35TH ST,10001,2122791124,American,A
R  T  PIZZA RESTAURANT,2236,AMSTERDAM AVENUE,10032,2127959019,Pizza,A
HALE & HEARTY SOUP,111,FULTON STREET,10038,6464540052,American,A
HIGHLANDS CAFE RESTAURANT,1505,THIRD AVENUE,10028,2122496505,American,A
MURPHY'S PUB & RESTAURANT,977,2 AVENUE,10022,2127515400,Irish,A
SUBWAY,106,GREENWICH STREET,10006,2016545901,Sandwiches,A
AN CHOI,85,ORCHARD STREET,10002,2122263700,Vietnamese/Cambodian/Malaysia,A
CANDLE 79 RESTAURANT,154,EAST   79 STREET,10075,2125377179,Vegetarian,A
BELLA MIA,787,8 AVENUE,10036,2123079449,Italian,A
SUKHUMVIT 51,224,E 51ST ST,10022,2128888894,Thai,A
STAR 99C PIZZA,156,DELANCEY ST,10002,2125051200,Pizza,A
FISHTAG,222,WEST 79 STREET,10024,2123627470,American,A
CHOKOLAT PATISSERIE,3111,BROADWAY,10027,2126626096,French,A
New Wok Express,2133,3RD AVE,10035,2129962266,Chinese,A
MCDONALD'S,3809,BROADWAY,10032,2125687903,American,A
CABANA,1022,3 AVENUE,10065,2129805678,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
NOCELLO,257,WEST   55 STREET,10019,2127130224,Italian,A
PICCOLA CUCINA,196,SPRING STREET,10012,6464787488,Italian,A
JEFFREY'S GROCERY RESTAURANT & OYSTER BAR,172,WAVERLY PLACE,10014,6463987630,Seafood,A
LE BON CAFE,0,PLAZA PENN STATION,10119,2122441180,Sandwiches/Salads/Mixed Buffet,A
HARRINGTON'S BAR & GRILL,370,7 AVENUE,10001,2127363636,American,A
COFFEE SHOP,29,UNION SQUARE WEST,10003,2122437969,American,A
GUNBAE,67,MURRAY ST,10007,2123212500,Korean,A
O'BRIENS,134,WEST   46 STREET,10036,2123911516,Irish,A
GARDENIA RESTAURANT,64,DOWNING ST,10014,2126040500,Mediterranean,A
CHLOE'S SOFT SERVE FRUIT CO.,25,EAST   17 STREET,10003,2126750550,"Ice Cream, Gelato, Yogurt, Ices",A
BLUE DOG CAFE,155,W 56TH ST,10019,2124592520,Caf̩/Coffee/Tea,A
GAETANA'S CUCINA ITALIANA,143,CHRISTOPHER STREET,10014,2126753913,Italian,A
CAFE DE NOVO,94 1/2,GREENWICH ST,10006,9175028199,American,A
THE MILL,75,VARICK ST,10013,2123431200,Soups & Sandwiches,A
HARRY'S ITALIAN PIZZA PARLOR,30,ROCKEFELLER PLAZA,10112,2122181450,Italian,A
MILL KOREAN RESTAURANT,2895,BROADWAY,10025,2126667653,Korean,A
POKETERIA,3,E 36TH ST,10016,2126898985,Hawaiian,A
NATSUMI,226,WEST   50 STREET,10019,2122582988,Japanese,A
CHIPOTLE MEXICAN GRILL,304,WEST   34 STREET,10001,2122684197,Mexican,A
DUNKIN' DONUTS,152,WEST   31 STREET,10001,2125941656,Donuts,A
GUY & GALLARD 8,180,MADISON AVENUE,10016,2127252303,American,A
FIORELLOS,1900,BROADWAY,10023,2125955330,Italian,A
DUNKIN' DONUTS,3833,BROADWAY,10032,2125684800,American,A
CAFE CLEMENTINE,227,WEST BROADWAY,10013,6462439671,Sandwiches/Salads/Mixed Buffet,A
TIMESCARE ARTS CENTER THEATRE,300,WEST   43 STREET,10036,2125867829,American,A
THE GRAY MARE,61,2 AVENUE,10003,2123880662,Irish,A
MEDITERRANEO PIZZA,1593,SAINT NICHOLAS AVE,10040,2129270282,Pizza,A
STARBUCKS,1378,MADISON AVENUE,10128,2125347225,Caf̩/Coffee/Tea,A
H.K WONTON GARDEN,79,MULBERRY STREET,10013,2123491495,Chinese,A
AMAZE,401,EAST 58 STREET,10022,2126888808,Asian,A
TOLOACHE,205,THOMPSON STREET,10012,2124200600,Mexican,A
THE PUBLIC NEW YORK,215,CHRYSTIE ST,10002,2127356000,American,A
TEMPEST BAR,407,8 AVENUE,10001,2126431502,Irish,A
SUSHI NAKAZAWA,23,COMMERCE STREET,10014,2129242212,Japanese,A
TIAA-CREF CAFETERIA,730,3 AVENUE,10017,9175997414,American,A
ESPACE,635,W 42ND ST,10036,2129677003,American,A
GRAPE AND GRAIN,620,EAST    6 STREET,10009,2124200002,Caf̩/Coffee/Tea,A
AL BUSTAN RESTAURANT,319,EAST   53 STREET,10022,2127595933,Middle Eastern,A
UNION BANK OF SWITZERLAND,1285,6 AVENUE,10019,2127134875,American,A
RASA,25,W 8TH ST,10011,2122539888,Asian,A
SUBWAY,30,ROCKERFELLER PLAZA,10112,2125862783,Sandwiches/Salads/Mixed Buffet,A
DUNKIN' DONUTS,200,W 54TH ST,10019,2127577754,Donuts,A
WAH FUNG 1 FAST FOOD,79,CHRYSTIE STREET,10002,2129255175,Chinese,A
VOGA LOUNGE & GRILL,300,AUDUBON AVE,10033,2123908490,Spanish,A
5BAR KARAOKE,38,WEST   32 STREET,10001,2125946644,Korean,A
THE TAP ROOM,1,WEST   54 STREET,10019,2125723420,American,A
JIMMYS AMERICAN GRILL & BAR,990,6 AVENUE,10018,2122442211,American,A
UPLAND,345,PARK AVE S,10010,2126861006,American,A
MINAMOTO KITCHOAN,509,MADISON AVE,10022,2124893747,Japanese,A
MCCANN CAFETERIA,622,THIRD AVENUE,10017,2126135523,Soups & Sandwiches,A
NUEVO SABOR RESTAURANT,4032,10 AVENUE,10034,2125671515,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
BETTER BEING,537,9 AVENUE,10018,2123531986,American,A
CRUSTY & TASTY BAGEL,1323,2ND AVE,10021,6464787217,Donuts,A
MAHARLIKA,111,FIRST AVE,10003,6463927880,Filipino,A
MI NIDITO,789,9 AVENUE,10019,2122650022,Mexican,A
KHE-YO,157,DUANE STREET,10013,2125871089,Thai,A
GROOVE,125,MACDOUGAL ST,10012,2122549393,American,A
STARBUCKS,55,LIBERTY STREET,10005,2122270372,Caf̩/Coffee/Tea,A
EAST HARLEM BOTTLING CO,1711,LEXINGTON AVE,10029,6469227705,American,A
POURING RIBBONS,225,AVENUE B,10009,9176566788,American,A
MCDONALD'S,541,6TH AVE,10011,2124638869,Hamburgers,A
GREGORY'S COFFEE,48,E 33RD ST,10016,9174751677,Caf̩/Coffee/Tea,A
ESSEN,290,MADISON AVENUE,10017,2126890800,American,A
RAVAGH PERSIAN GRILL,125,1ST AVE #127,10003,2123350207,Iranian,A
SPRING NATURAL KITCHEN,474,COLUMBUS AVENUE,10024,6465967434,American,A
CAFE ALICE,5,EAST   47 STREET,10017,2128886969,Delicatessen,A
MACONDO,157,EAST HOUSTON STREET,10002,2124739900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
SERGIMMO SALUMERIA,456,9 AVENUE,10018,2129674212,Italian,A
INTREPID SEA-AIR-SPACE MUSEUM,1,INTREPID SQ,10036,3478391807,American,A
PAIN D'AVIGNONAT THE PLAZA,1,WEST   58 STREET,10019,2127582756,Sandwiches,A
FRESCO,34,EAST   52 STREET,10022,2129353434,Italian,A
CANCUN MEXICAN RESTAURANT,937,8 AVENUE,10019,2123077307,Mexican,A
CONVENE,810,7 AVENUE,10019,6465998908,American,A
IL MATTONE,49,BEACH ST,10013,9173618838,Pizza/Italian,A
BROADHURST THEATER,235 WEST,44th Street,10036,2125867610,American,A
HARLEM SHAKE,100,WEST 124 STREET,10027,2122228300,American,A
DTUT,1744,2ND AVE,10128,2124106449,American,A
CARROLL PLACE,157,BLEECKER ST,10012,2122601700,Italian,A
SUBWAY,2699,BROADWAY,10025,2129610632,Sandwiches/Salads/Mixed Buffet,A
ARGO TEA CAFE,75,UNIVERSITY PLACE,10003,7185300520,Caf̩/Coffee/Tea,A
EL CAPRI RESTAURANT,1342,ST NICHOLAS AVENUE,10033,2127403110,Spanish,A
MARM CAFE,79,CLINTON ST,10002,6466935672,American,A
SUBWAY,1,PENN PLAZA,10119,2122394212,Sandwiches,A
DO COOKIE DOUGH CONFECTIONS,550,LAGUARDIA PL,10012,6468923600,"Ice Cream, Gelato, Yogurt, Ices",A
American Table Cafe and Bar (ALLICE TULLY HALL),132,WEST   65 STREET,10023,2126714200,Caf̩/Coffee/Tea,A
JACK'S WIFE FREDA,224,LAFAYETTE STREET,10012,2125108550,American,A
CEA-LO CAFE,2496,ADAM CLAYTON POWELL JR BLVD,10030,6468610777,Seafood,A
535 MADISON CAFE,535,MADISON AVENUE,10022,2123084177,American,A
FAIRFIELD INN,21,WEST   37 STREET,10018,2127306660,American,A
GREGORY'S COFFEE,100,WALL ST,10005,6469187274,Caf̩/Coffee/Tea,A
MIGHTY QUINN'S BARBEQUE,103,2 AVENUE,10003,2126773733,Barbecue,A
LITTLE RASCAL,163,ELIZABETH STREET,10012,2129660446,Turkish,A
PHILIPPE NYC I,33,E 60TH ST,10022,2128715603,American,A
ETHYL'S,1629,2ND AVE,10028,2123004132,American,A
BRUSHSTROKE (30 HUDSON ST),162,DUANE STREET,10013,2127913771,Japanese,A
YUNG SUN SEAFOOD RESTAURANT,47,EAST BROADWAY,10002,2123469888,Chinese,A
CLAW DADDY'S,185,ORCHARD ST,10002,6465906816,Seafood,A
SCOOZI,142,W 83RD ST,10024,2127990080,Sandwiches,A
ATLAS SOCIAL CLUB,753,9TH AVENUE,10019,2122628527,American,A
OFF THE WAGON,109,MACDOUGAL STREET,10012,2125334487,American,A
PAPAYA DOG,333,6TH AVE,10014,2126279748,Hotdogs,A
H.K WONTON GARDEN,79,MULBERRY STREET,10013,2123491495,Chinese,A
SMALLS JAZZ CLUB,183,WEST   10 STREET,10014,6468230596,American,A
LE PAIN QUOTIDIEN,65,BLEECKER STREET,10012,6467974922,Bakery,A
XO TASTE,41,ELIZABETH STREET,10013,2123438339,Chinese,A
BROOKS ATKINSON THEATER,256,WEST   47 STREET,10036,2123544624,American,A
SONG E NAPULE,146,W HOUSTON ST,10012,2125331242,Pizza/Italian,A
JOU JOU CAFE,603,WEST  168 STREET,10032,2127812222,Sandwiches/Salads/Mixed Buffet,A
CLANDESTINO CAFE AND BAR,35,CANAL STREET,10002,2124755505,French,A
POSH,405,WEST 51 STREET,10019,2129572222,American,A
Lenny's,405,LEXINGTON AVENUE,10174,2126977700,Sandwiches/Salads/Mixed Buffet,A
O'HANLON'S BAR,349,EAST 14 STREET,10003,2125337333,Irish,A
ROYALTON HOTEL,44,W 44TH ST,10036,2127685100,American,A
WA WAR,28,W 32ND ST,10001,2127142266,American,A
HARNEY & SONS TEA,433,BROOME STREET,10013,2129334853,Caf̩/Coffee/Tea,A
GRITO MEXICAN GRILL,1555,ST NICHOLAS AVENUE,10040,2127950700,Mexican,A
BLUESTONE LANE COFFEE,30,BROAD,10004,6466843771,Caf̩/Coffee/Tea,A
HASAKI RESTAURANT,210,EAST 9 TH STREET,10003,2124733327,Japanese,A
EL GUANACO RESTAURANT & PUPUSERIA,4195,BROADWAY,10033,2127955400,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
JACK'S RESTAURANT & BAR,147,WEST   40 STREET,10018,2128698300,American,A
SARAVANA BHAVAN,413,AMSTERDAM AVENUE,10024,2127217755,Vegetarian,A
PANDA CAFE,124,HESTER ST,10002,6462878277,Caf̩/Coffee/Tea,A
FROZEN SWEET,184-186,MULBERRY ST,10012,6462297713,"Ice Cream, Gelato, Yogurt, Ices",A
ASIAN FUSION,2071,ADAM CLAYTON POWELL JR BLVD,10027,2128663888,Asian,A
HUDSON STATION,440,9 AVENUE,10001,2122444406,American,A
DONNA BELL'S BAKE SHOP,301,WEST   49 STREET,10019,6464100390,Bakery,A
CHAPATI HOUSE,3153,BROADWAY,10027,2127497200,Indian,A
WU LIANG YE RESTAURANT,36,WEST   48 STREET,10036,2123982308,Chinese,A
AMATA,209,E 56TH ST,10022,2123080830,Italian,A
DOUBLES CLUB,783,5 AVENUE,10022,2127519595,American,A
GIACOMO FINE FOODS,269,WEST   72 STREET,10069,2127996828,American,A
FIVE GUYS FAMOUS BURGERS AND FRIES,690,3RD AVE,10017,6467835060,Hamburgers,A
PLAYA BETTY'S,320,AMSTERDAM AVE,10023,2127120777,American,A
DOS CAMINOS SOHO,475,WEST BROADWAY,10012,2122774300,Mexican,A
ESSEX TAQUERIA,123,ESSEX ST,10002,2122608226,Mexican,A
PAULS DA BURGER JOINT,131,2 AVENUE,10003,2125293033,Hamburgers,A
ROSEMARY'S,1820,GREENWICH AVENUE,10011,2126471818,Italian,A
AZASU,49,CLINTON ST,10002,2127777069,Japanese,A
DUNKIN' DONUTS,2258,1ST AVENUE,10035,7324062445,Donuts,A
DUBLIN HOUSE,225,WEST   79 STREET,10024,2128749528,Irish,A
ZUCCHERO E POMODORI,1435,2ND AVE,10021,2125852100,Italian,A
KAJITSU,125,EAST   39 STREET,10016,2122284873,Japanese,A
SPICE,236,8 AVENUE,10011,2126204585,Thai,A
FLATIRON LOUNGE,37,WEST   19 STREET,10011,2127277741,American,A
TAZA CAFE AND DELI,350,PARK AVENUE SOUTH,10010,2127791200,American,A
MR. CHOW RESTAURANT,324,EAST   57 STREET,10022,2127519030,Chinese,A
KENNEDY'S CHICKEN & GRILL,1550,SAINT NICHOLAS AVE,10040,2127814739,American,A
DARKHORSE,17,MURRAY STREET,10007,2126083900,American,A
KAFFE 1668,275,GREENWICH STREET,10007,2126933750,Caf̩/Coffee/Tea,A
TREAT HOUSE,1566,2ND AVE,10028,9173883557,American,A
ASIA EXPRESS,493,2ND AVE,10016,2126869888,Chinese,A
REGGAE SUN DELIGHTS NATURAL JUICE BAR,227229,WEST 145 STREET,10039,3474726265,"Juice, Smoothies, Fruit Salads",A
EISENBERG'S SANDWICH SHOP,174,5 AVENUE,10010,2126750276,Sandwiches,A
J. RESTAURANT,2479,FREDERICK DOUGLAS BOULEVARD,10027,2128623663,African,A
HAI STREET KITCHEN AND CO.,230,PARK AVE,10169,2675741641,Japanese,A
PALM TOO,840,2 AVENUE,10017,2126975198,American,A
MONROE,49,MONROE ST,10002,3473618054,American,A
DOMINO'S,148,WEST   72 STREET,10023,2125010200,Pizza,A
ROCK AND REILLYS,218,W 35TH ST,10001,6468502850,American,A
DON PEPI PIZZA,000,PENN STATION,10001,2129674385,Pizza,A
VELLA,1480,2 AVENUE,10075,2123350456,Italian,A
FAT BABY,112,RIVINGTON STREET,10002,2125331888,American,A
STARBUCKS,665,BROADWAY,10012,9175340799,Caf̩/Coffee/Tea,A
INSOMNIA COOKIES,237,E 53RD ST,10022,2122862403,American,A
LA LANTERNA DI VITTORIO,129,MACDOUGAL STREET,10012,2125295945,Italian,A
TORO,85,10TH AVE,10011,2126912360,Spanish,A
THE RED LION,151,BLEECKER STREET,10012,2122609797,American,A
BOBBY VAN'S GRILL,120,WEST   45 STREET,10036,2125755623,Steak,A
GHANDI CAFE,283,BLEECKER STREET,10014,2126451456,Indian,A
ALL AMERICAN DELI,42,WATER STREET,10004,2125095007,Delicatessen,A
CHICKEN RANCH,315,AUDUBON AVE,10033,6469228564,Chicken,A
SOCIAL,795,8 AVENUE,10019,2124590643,American,A
LAS PALMAS RESTAURANT,3891,BROADWAY,10032,9175210349,Mexican,A
NEW KING WOK RESTAURANT,2025,7 AVENUE,10027,2122222868,Chinese,A
APOLLO THEATRE CONCESSIONS,253,WEST  125 STREET,10027,2125315328,American,A
MERCADO'S CUISINE,1759,LEXINGTON AVENUE,10029,2124102793,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
MAX FISH,120,ORCHARD ST,10002,9176506186,American,A
DUNKIN' DONUTS,2258,1ST AVENUE,10035,7324062445,Donuts,A
ZARO'S BREAD BASKET,89,EAST   42 STREET,10017,2122920163,Bakery,A
SPOON TABLE & BAR,40,E 33RD ST,10016,6462307000,American,A
BIRCH COFFEE,8,SPRUCE ST,10038,2126861444,Caf̩/Coffee/Tea,A
83 1/2,345,EAST   83 STREET,10028,2127378312,American,A
ABURIYA KINNOSUKE,213,EAST   45 STREET,10017,2128675454,Japanese,A
STARBUCKS,750,7 AVENUE,10019,2129740032,Caf̩/Coffee/Tea,A
KENNEDY FRIED CHICKEN,2232,3RD AVE,10035,7182106999,Chicken,A
MORTON'S THE STEAKHOUSE,5,EAST   45 STREET,10176,2129723315,American,A
